date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:00:30	22672/22672	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Apr%202022%2005:18:02%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/1.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/avatar/1.jpg	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:30	22692/22692	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Apr%202022%2005:19:54%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/2.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/avatar/2.jpg	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:31	20508/20508	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Apr%202022%2005:20:50%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/3.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/avatar/3.jpg	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:32	23159/23159	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Apr%202022%2005:21:28%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/4.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/avatar/4.jpg	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:33	21261/21261	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Apr%202022%2005:22:00%20GMT	https://akademi.dexignlab.com/xhtml/images/avatar/5.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/avatar/5.jpg	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:35	65958/65958	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Aug%202022%2002:57:00%20GMT	https://akademi.dexignlab.com/xhtml/images/user.jpg	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/images/user.jpg	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:36	107596/107596	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:55%20GMT	https://akademi.dexignlab.com/xhtml/app-profile.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/app-profile.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:37	94150/94150	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:00%20GMT	https://akademi.dexignlab.com/xhtml/chat.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/chat.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:38	7500/7500	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:21%20GMT	https://akademi.dexignlab.com/xhtml/page-login.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-login.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:39	534949/534949	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:07%20GMT	https://akademi.dexignlab.com/xhtml/email-inbox.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/email-inbox.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:40	262891/262891	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:15%20GMT	https://akademi.dexignlab.com/xhtml/index-2.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/index-2.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:41	179808/179808	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:10%20GMT	https://akademi.dexignlab.com/xhtml/finance.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/finance.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:42	342208/342208	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:24%20GMT	https://akademi.dexignlab.com/xhtml/student.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/student.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:43	118935/118935	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:23%20GMT	https://akademi.dexignlab.com/xhtml/student-detail.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/student-detail.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:44	83032/83032	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:52%20GMT	https://akademi.dexignlab.com/xhtml/add-student.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/add-student.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:45	139177/139177	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:27%20GMT	https://akademi.dexignlab.com/xhtml/teacher.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/teacher.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:46	99828/99828	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:25%20GMT	https://akademi.dexignlab.com/xhtml/teacher-detail.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/teacher-detail.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:47	184550/184550	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:11%20GMT	https://akademi.dexignlab.com/xhtml/food.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/food.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:48	137472/137472	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:10%20GMT	https://akademi.dexignlab.com/xhtml/food-details.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/food-details.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:49	123167/123167	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:08%20GMT	https://akademi.dexignlab.com/xhtml/file-manager.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/file-manager.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:50	107415/107415	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:42%20GMT	https://akademi.dexignlab.com/xhtml/user.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/user.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:51	97663/97663	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:55%20GMT	https://akademi.dexignlab.com/xhtml/celandar.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/celandar.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:52	83404/83404	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:52%20GMT	https://akademi.dexignlab.com/xhtml/activity.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/activity.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:53	80785/80785	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:05%20GMT	https://akademi.dexignlab.com/xhtml/edit-profile.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/edit-profile.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:54	89693/89693	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:22%20GMT	https://akademi.dexignlab.com/xhtml/post-details.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/post-details.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:55	80375/80375	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:06%20GMT	https://akademi.dexignlab.com/xhtml/email-compose.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/email-compose.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:56	96605/96605	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:07%20GMT	https://akademi.dexignlab.com/xhtml/email-read.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/email-read.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:57	82131/82131	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:53%20GMT	https://akademi.dexignlab.com/xhtml/app-calender.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/app-calender.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:58	93707/93707	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:03%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-grid.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ecom-product-grid.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:00:59	94385/94385	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:04%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-list.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ecom-product-list.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:00	85666/85666	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:03%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-detail.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ecom-product-detail.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:01	118925/118925	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:04%20GMT	https://akademi.dexignlab.com/xhtml/ecom-product-order.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ecom-product-order.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:02	91943/91943	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:00%20GMT	https://akademi.dexignlab.com/xhtml/ecom-checkout.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ecom-checkout.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:03	84078/84078	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:02%20GMT	https://akademi.dexignlab.com/xhtml/ecom-invoice.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ecom-invoice.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:04	130491/130491	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:01%20GMT	https://akademi.dexignlab.com/xhtml/ecom-customers.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ecom-customers.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:05	81884/81884	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:57%20GMT	https://akademi.dexignlab.com/xhtml/chart-flot.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/chart-flot.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:06	80042/80042	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:57%20GMT	https://akademi.dexignlab.com/xhtml/chart-morris.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/chart-morris.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:07	84432/84432	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:56%20GMT	https://akademi.dexignlab.com/xhtml/chart-chartjs.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/chart-chartjs.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:08	89819/89819	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:56%20GMT	https://akademi.dexignlab.com/xhtml/chart-chartist.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/chart-chartist.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:09	81657/81657	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:59%20GMT	https://akademi.dexignlab.com/xhtml/chart-sparkline.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/chart-sparkline.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:10	89704/89704	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:34:59%20GMT	https://akademi.dexignlab.com/xhtml/chart-peity.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/chart-peity.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:11	166013/166013	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:31%20GMT	https://akademi.dexignlab.com/xhtml/ui-accordion.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-accordion.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:12	273387/273387	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:32%20GMT	https://akademi.dexignlab.com/xhtml/ui-alert.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-alert.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:13	114517/114517	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:32%20GMT	https://akademi.dexignlab.com/xhtml/ui-badge.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-badge.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:14	148136/148136	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:34%20GMT	https://akademi.dexignlab.com/xhtml/ui-button.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-button.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:15	96738/96738	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:38%20GMT	https://akademi.dexignlab.com/xhtml/ui-modal.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-modal.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:16	97487/97487	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:34%20GMT	https://akademi.dexignlab.com/xhtml/ui-button-group.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-button-group.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:17	111595/111595	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:38%20GMT	https://akademi.dexignlab.com/xhtml/ui-list-group.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-list-group.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:18	116152/116152	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:35%20GMT	https://akademi.dexignlab.com/xhtml/ui-card.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-card.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:19	100853/100853	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:35%20GMT	https://akademi.dexignlab.com/xhtml/ui-carousel.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-carousel.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:20	138064/138064	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:36%20GMT	https://akademi.dexignlab.com/xhtml/ui-dropdown.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-dropdown.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:21	79713/79713	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:39%20GMT	https://akademi.dexignlab.com/xhtml/ui-popover.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-popover.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:22	114670/114670	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:40%20GMT	https://akademi.dexignlab.com/xhtml/ui-progressbar.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-progressbar.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:23	126356/126356	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:40%20GMT	https://akademi.dexignlab.com/xhtml/ui-tab.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-tab.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:24	90848/90848	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:42%20GMT	https://akademi.dexignlab.com/xhtml/ui-typography.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-typography.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:25	107463/107463	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:39%20GMT	https://akademi.dexignlab.com/xhtml/ui-pagination.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-pagination.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:26	85033/85033	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:36%20GMT	https://akademi.dexignlab.com/xhtml/ui-grid.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/ui-grid.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:27	114987/114987	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:29%20GMT	https://akademi.dexignlab.com/xhtml/uc-select2.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/uc-select2.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:28	83816/83816	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:28%20GMT	https://akademi.dexignlab.com/xhtml/uc-nestable.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/uc-nestable.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:29	106386/106386	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:28%20GMT	https://akademi.dexignlab.com/xhtml/uc-noui-slider.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/uc-noui-slider.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:30	84369/84369	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:29%20GMT	https://akademi.dexignlab.com/xhtml/uc-sweetalert.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/uc-sweetalert.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:31	78198/78198	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:31%20GMT	https://akademi.dexignlab.com/xhtml/uc-toastr.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/uc-toastr.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:32	77278/77278	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:17%20GMT	https://akademi.dexignlab.com/xhtml/map-jqvmap.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/map-jqvmap.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:33	85316/85316	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:27%20GMT	https://akademi.dexignlab.com/xhtml/uc-lightgallery.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/uc-lightgallery.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:34	115931/115931	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:43%20GMT	https://akademi.dexignlab.com/xhtml/widget-chart.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/widget-chart.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:35	122961/122961	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:43%20GMT	https://akademi.dexignlab.com/xhtml/widget-card.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/widget-card.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:36	130491/130491	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:44%20GMT	https://akademi.dexignlab.com/xhtml/widget-list.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/widget-list.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:37	134434/134434	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:12%20GMT	https://akademi.dexignlab.com/xhtml/form-element.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/form-element.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:38	90477/90477	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:14%20GMT	https://akademi.dexignlab.com/xhtml/form-wizard.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/form-wizard.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:39	76358/76358	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:11%20GMT	https://akademi.dexignlab.com/xhtml/form-ckeditor.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/form-ckeditor.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:40	87371/87371	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:12%20GMT	https://akademi.dexignlab.com/xhtml/form-pickers.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/form-pickers.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:41	91836/91836	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:14%20GMT	https://akademi.dexignlab.com/xhtml/form-validation.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/form-validation.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:42	171726/171726	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:24%20GMT	https://akademi.dexignlab.com/xhtml/table-bootstrap-basic.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/table-bootstrap-basic.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:43	7774/7774	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:21%20GMT	https://akademi.dexignlab.com/xhtml/page-register.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-register.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:43	301255/301255	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:25%20GMT	https://akademi.dexignlab.com/xhtml/table-datatable-basic.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/table-datatable-basic.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:45	2859/2859	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:16%20GMT	https://akademi.dexignlab.com/xhtml/page-error-400.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-error-400.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:46	2872/2872	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:18%20GMT	https://akademi.dexignlab.com/xhtml/page-error-403.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-error-403.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
09:01:47	3007/3007	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Aug%202023%2011:35:18%20GMT	https://akademi.dexignlab.com/xhtml/page-error-404.html	/home/kali/Desktop/academics/akademi.dexignlab.com/xhtml/page-error-404.html	(from https://akademi.dexignlab.com/xhtml/add-teacher.html)
